Country Name,Country Code,Series Name,Series Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
East Asia & Pacific,EAS,Rural population (% of total population),SP.RUR.TOTL.ZS,41.20780577,40.19629162,39.14847402,38.25644399,37.62585819,36.76480702,36.31717556,35.97556291,35.62559688,35.23381608
East Asia & Pacific,EAS,Urban population,SP.URB.TOTL,1362259858,1395504896,1428536016,1457001091,1477905938,1501910272,1515407392,1526625239,1537466422,1547674728
East Asia & Pacific,EAS,"Population, female",SP.POP.TOTL.FE.IN,1144696456,1153080932,1160419274,1166801136,1172056257,1175427965,1178207148,1181255672,1183834885,1185114227
East Asia & Pacific,EAS,"Population, male",SP.POP.TOTL.MA.IN,1172379602,1180394588,1187157051,1192961054,1197364625,1199689751,1201409970,1203185813,1204484609,1204519736
East Asia & Pacific,EAS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.3263871,13.5591014,12.28963923,11.87489425,10.59380154,9.865412758,9.330828091,9.015081425,..,8.799307155
East Asia & Pacific,EAS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.154346391,7.184351344,7.230338631,7.268155567,7.389317386,7.826208404,7.675595227,7.92585333,..,8.217463022
East Asia & Pacific (excluding high income),EAP,Rural population (% of total population),SP.RUR.TOTL.ZS,44.68138848,43.53453617,42.34972946,41.34443072,40.62947544,39.64738683,39.14060314,38.77235365,38.38744621,37.94838908
East Asia & Pacific (excluding high income),EAP,Urban population,SP.URB.TOTL,1145917370,1178568913,1211058564,1238975661,1259763146,1284637808,1298471995,1308757936,1319200106,1329822573
East Asia & Pacific (excluding high income),EAP,"Population, female",SP.POP.TOTL.FE.IN,1020168620,1028160432,1035127910,1041177922,1046340481,1050156931,1053171937,1055764642,1058165223,1059722613
East Asia & Pacific (excluding high income),EAP,"Population, male",SP.POP.TOTL.MA.IN,1051317520,1059078090,1065570928,1071111969,1075525813,1078396813,1080388471,1081763112,1082957035,1083368523
East Asia & Pacific (excluding high income),EAP,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,15.00268156,14.19047293,12.80484085,12.38389218,10.99687522,10.19811004,9.638471129,9.327157494,..,9.063586366
East Asia & Pacific (excluding high income),EAP,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.007419829,7.022716492,7.060475927,7.08774438,7.231285305,7.663944929,7.372208694,7.691404602,..,8.015151484
East Asia & Pacific (IDA & IBRD countries),TEA,Rural population (% of total population),SP.RUR.TOTL.ZS,44.75943208,43.60116327,42.40470327,41.39018583,40.66980024,39.67912451,39.16981722,38.80089887,38.4152321,37.9748722
East Asia & Pacific (IDA & IBRD countries),TEA,Urban population,SP.URB.TOTL,1130120797,1162633791,1194985479,1222765795,1243418246,1268156350,1281850792,1291998186,1302304192,1312792711
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, female",SP.POP.TOTL.FE.IN,1007120034,1015062598,1021981770,1027984939,1033103606,1036880894,1039859504,1042418443,1044789146,1046320180
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, male",SP.POP.TOTL.MA.IN,1038696727,1046387351,1052815212,1058296705,1062655811,1065469808,1067401619,1068720709,1069863931,1070229608
East Asia & Pacific (IDA & IBRD countries),TEA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,15.02216649,14.19953008,12.7971569,12.37123991,10.96712145,10.15992523,9.594716877,9.28196398,..,9.019250216
East Asia & Pacific (IDA & IBRD countries),TEA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.98754273,7.000249088,7.035479087,7.059842974,7.200270839,7.641492152,7.34585861,7.666500789,..,7.990741644
Ecuador,ECU,Rural population (% of total population),SP.RUR.TOTL.ZS,37.00866324,36.98054082,36.95667232,36.93728603,36.92261022,36.91287318,36.90981641,36.86922704,36.76230676,36.60818109
Ecuador,ECU,Urban population,SP.URB.TOTL,10396808,10561758,10748602,10935088,11067600,11155352,11245129,11350965,11468458,11594298
Ecuador,ECU,"Population, female",SP.POP.TOTL.FE.IN,8259701,8386601,8531909,8678162,8786064,8860886,8935072,9015132,9094348,9172882
Ecuador,ECU,"Population, male",SP.POP.TOTL.MA.IN,8245438,8372918,8517638,8661859,8760001,8821568,8888825,8964951,9041130,9117014
Ecuador,ECU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.622,17.677,17.523,16.924,16.391,15.882,15.423,15.033,..,14.635
Ecuador,ECU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.005,5.066,4.648,4.753,7.474,7.108,5.363,5.128,..,5.263
"Egypt, Arab Rep.",EGY,Rural population (% of total population),SP.RUR.TOTL.ZS,57.47892827,57.55139913,57.54228226,57.51879727,57.48184654,57.43139374,57.3674871,57.2901885,57.19956361,57.09567951
"Egypt, Arab Rep.",EGY,Urban population,SP.URB.TOTL,43220369,44017525,44870205,45689875,46478772,47232852,48011990,48918012,49878883,50784126
"Egypt, Arab Rep.",EGY,"Population, female",SP.POP.TOTL.FE.IN,50317285,51337876,52320897,53247874,54121571,54930870,55751050,56705185,57698113,58605499
"Egypt, Arab Rep.",EGY,"Population, male",SP.POP.TOTL.MA.IN,51327304,52358181,53361197,54305284,55193553,56026138,56867200,57830587,58840145,59760496
"Egypt, Arab Rep.",EGY,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,26.679,26.1,23.592,22.267,22.004,21.154,21.091,21.004,..,20.699
"Egypt, Arab Rep.",EGY,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.707,5.628,5.533,5.477,6.407,7.036,5.675,5.461,..,5.55
El Salvador,SLV,Rural population (% of total population),SP.RUR.TOTL.ZS,29.60098267,28.91432953,28.24227905,27.5851059,26.94297791,26.31614685,25.85349787,25.39193249,24.93250949,24.47628768
El Salvador,SLV,Urban population,SP.URB.TOTL,4365302,4416932,4463192,4505885,4554866,4609501,4656637,4707489,4757922,4807464
El Salvador,SLV,"Population, female",SP.POP.TOTL.FE.IN,3248575,3256809,3261667,3264290,3271804,3283657,3296919,3312439,3327460,3341750
El Salvador,SLV,"Population, male",SP.POP.TOTL.MA.IN,2952225,2956724,2958140,2958028,2962869,2972125,2983400,2997185,3010733,3023753
El Salvador,SLV,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.73,17.122,16.683,16.57,16.303,16.15,15.92,15.758,..,15.376
El Salvador,SLV,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.449,7.494,7.437,7.439,8.565,8.712,7.459,7.519,..,7.499
Equatorial Guinea,GNQ,Rural population (% of total population),SP.RUR.TOTL.ZS,30.74673015,30.44839809,30.16033763,29.88245805,29.61466858,29.3568785,29.10899706,28.87093351,28.64259713,28.42389715
Equatorial Guinea,GNQ,Urban population,SP.URB.TOTL,1044468,1086671,1128904,1171087,1208142,1242461,1278551,1314144,1350450,1387453
Equatorial Guinea,GNQ,"Population, female",SP.POP.TOTL.FE.IN,710907,735652,760472,785324,807749,828870,850861,872672,894768,917139
Equatorial Guinea,GNQ,"Population, male",SP.POP.TOTL.MA.IN,797279,826744,855950,884853,908719,929916,952684,974877,997748,1021292
Equatorial Guinea,GNQ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,33.792,33.07,32.4,31.783,31.351,30.703,30.123,29.604,..,29.586
Equatorial Guinea,GNQ,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.14,8.915,8.686,8.496,8.633,8.438,8.015,7.878,..,7.804
Eritrea,ERI,Rural population (% of total population),SP.RUR.TOTL.ZS,64.47457123,64.55728531,64.65489578,64.76476669,64.88386154,65.01288605,65.15307236,65.3035965,65.46344757,65.45954957
Eritrea,ERI,Urban population,SP.URB.TOTL,1110062,1116568,1128484,1141690,1155767,1172132,1188088,1204101,1221075,1245875
Eritrea,ERI,"Population, female",SP.POP.TOTL.FE.IN,1586239,1598920,1619967,1643512,1668948,1698263,1727642,1757866,1790250,1825728
Eritrea,ERI,"Population, male",SP.POP.TOTL.MA.IN,1538459,1551427,1572793,1596682,1622323,1651920,1681805,1712524,1745353,1781275
Eritrea,ERI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,30.092,29.551,29.195,29.119,28.872,28.818,28.675,28.544,..,28.632
Eritrea,ERI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.729,6.604,6.484,6.413,6.582,6.612,6.319,6.047,..,5.941
Estonia,EST,Rural population (% of total population),SP.RUR.TOTL.ZS,31.27596182,31.00680581,30.71964671,30.42126023,30.11842211,29.82227259,29.51076663,29.32299145,29.30188385,29.27914734
Estonia,EST,Urban population,SP.URB.TOTL,904264,908905,915870,923239,929091,934018,950787,968477,970219,956884
Estonia,EST,"Population, female",SP.POP.TOTL.FE.IN,698661,698042,698558,699376,699591,699762,708704,719434,719839,708981
Estonia,EST,"Population, male",SP.POP.TOTL.MA.IN,617129,619342,623419,627522,629931,631170,640136,650852,652502,644063
Estonia,EST,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.7,10.5,10.9,10.6,9.9,10,8.6,8,..,7.89
Estonia,EST,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.7,11.8,11.9,11.6,11.9,14,12.8,11.7,..,12.297
Eswatini,SWZ,Rural population (% of total population),SP.RUR.TOTL.ZS,76.47211183,76.1947995,75.94207046,75.65404505,75.33472011,74.98438195,74.60331708,74.19181215,73.75015387,73.27862903
Eswatini,SWZ,Urban population,SP.URB.TOTL,270455,275711,281220,287252,294190,301837,309564,317571,326239,335667
Eswatini,SWZ,"Population, female",SP.POP.TOTL.FE.IN,588789,592245,596905,601680,607657,614424,620583,626490,632631,639179
Eswatini,SWZ,"Population, male",SP.POP.TOTL.MA.IN,560718,565950,572024,578194,585072,592169,598334,604016,610191,616995
Eswatini,SWZ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,27.623,26.926,26.412,25.889,25.39,24.957,24.611,24.073,..,23.251
Eswatini,SWZ,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.891,10.281,9.822,9.372,9.545,10.607,8.1,7.7,..,7.757
Ethiopia,ETH,Rural population (% of total population),SP.RUR.TOTL.ZS,80.12363815,79.69151497,79.21619034,78.75132942,78.37399483,77.89329147,77.26323128,76.94135284,76.37771606,75.89030479
Ethiopia,ETH,Urban population,SP.URB.TOTL,21211688,22271601,23415903,24592655,25717142,27000822,28508335,29674563,31195533,32661899
Ethiopia,ETH,"Population, female",SP.POP.TOTL.FE.IN,53178203,54654315,56155672,57695135,59291103,60910800,62543054,64205530,65892477,67595947
Ethiopia,ETH,"Population, male",SP.POP.TOTL.MA.IN,53539959,55012166,56508480,58042248,59626568,61227788,62841233,64486162,66167290,67876104
Ethiopia,ETH,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,33.329,33.222,33.394,33.549,33.31,32.876,32.413,31.903,..,30.831
Ethiopia,ETH,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.999,6.786,6.631,6.481,6.403,6.638,6.093,5.96,..,5.8
Euro area,EMU,Rural population (% of total population),SP.RUR.TOTL.ZS,23.65092579,23.52625935,23.36537477,23.19227194,23.07681033,22.96667221,22.84554222,22.72404005,22.59774171,22.46185273
Euro area,EMU,Urban population,SP.URB.TOTL,262742342,263689241,265052060,266136167,266912808,267465255,268651939,270282501,271807264,271591877
Euro area,EMU,"Population, female",SP.POP.TOTL.FE.IN,176022151,176293660,176762747,177013932,177215254,177296296,177779775,178546178,179221179,178736795
Euro area,EMU,"Population, male",SP.POP.TOTL.MA.IN,168110826,168516519,169101883,169482669,169770888,169910895,170420380,171216544,171940757,171531923
Euro area,EMU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.719332231,9.471911757,9.27797304,9.102075457,8.884834705,9.00505844,8.586234938,8.13832624,..,8.115679533
Euro area,EMU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.885112266,10.16088926,10.16277038,10.06865404,11.14363743,11.11070343,11.20075223,10.54297684,..,10.74030887
Europe & Central Asia,ECS,Rural population (% of total population),SP.RUR.TOTL.ZS,27.06967945,26.96038566,26.81963441,26.63732874,26.50436499,26.37741356,26.27073173,26.1567985,26.02980231,25.92696878
Europe & Central Asia,ECS,Urban population,SP.URB.TOTL,664817499,668360548,672300153,676354062,678853064,680553248,681431309,682882375,686638130,687982546
Europe & Central Asia,ECS,"Population, female",SP.POP.TOTL.FE.IN,469960889,471543091,473202067,474673268,475427488,475689545,475492418,475680958,477439323,477692571
Europe & Central Asia,ECS,"Population, male",SP.POP.TOTL.MA.IN,441618127,443522733,445487187,447258895,448236979,448691517,448742053,449092565,450823885,451096937
Europe & Central Asia,ECS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.37971297,11.89847708,11.6101054,11.28600015,11.01247517,10.97726168,10.44770618,10.01465551,..,10.00390627
Europe & Central Asia,ECS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.905660683,9.940963963,9.988240773,9.885621461,11.23619035,11.89096709,10.64516805,10.08775383,..,10.37328292
Europe & Central Asia (excluding high income),ECA,Rural population (% of total population),SP.RUR.TOTL.ZS,32.79712582,32.70915748,32.55350071,32.24829138,32.04528221,31.84957454,31.83710607,31.83784506,31.72681133,31.67854488
Europe & Central Asia (excluding high income),ECA,Urban population,SP.URB.TOTL,162781613,164397348,166188501,168414946,170125478,171648929,170757830,169533856,170875177,172719508
Europe & Central Asia (excluding high income),ECA,"Population, female",SP.POP.TOTL.FE.IN,124163981,125183641,126194552,127241437,128106344,128852336,128086308,127107240,127899218,129187140
Europe & Central Asia (excluding high income),ECA,"Population, male",SP.POP.TOTL.MA.IN,118060201,119125008,120205932,121335239,122244896,123015391,122428039,121614145,122382303,123617057
Europe & Central Asia (excluding high income),ECA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.93734424,16.31722633,16.06397205,15.72772853,15.37577718,15.18685621,14.63005337,14.21979569,..,14.05049537
Europe & Central Asia (excluding high income),ECA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.92019506,7.820026657,7.885279607,7.888004963,9.035779864,9.915487888,8.217524095,7.977590907,..,8.204584954
Europe & Central Asia (IDA & IBRD countries),TEC,Rural population (% of total population),SP.RUR.TOTL.ZS,31.70013353,31.63280032,31.53436759,31.36061186,31.24492452,31.13196293,31.08872167,31.04007627,30.93029873,30.84798539
Europe & Central Asia (IDA & IBRD countries),TEC,Urban population,SP.URB.TOTL,311387972,313128832,314905543,317068127,318227563,318930904,317641212,316251735,317536924,318700159
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, female",SP.POP.TOTL.FE.IN,237318132,238308710,239207324,240140929,240550787,240633485,239447337,238210076,238821659,239430623
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, male",SP.POP.TOTL.MA.IN,218594870,219701615,220739559,221792277,222291501,222470904,221494932,220392136,220912371,221438318
Europe & Central Asia (IDA & IBRD countries),TEC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.61573135,13.91087507,13.54763171,13.09863837,12.79349762,12.60113911,11.98468067,11.52863389,..,11.56968744
Europe & Central Asia (IDA & IBRD countries),TEC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.07345656,9.910764859,9.999750186,9.90936909,11.53181742,12.91047333,10.45012495,9.869869793,..,10.26022219
European Union,EUU,Rural population (% of total population),SP.RUR.TOTL.ZS,25.91092272,25.80592009,25.6748488,25.54035085,25.45001978,25.35306465,25.23403961,25.10564973,24.96999,24.81923671
European Union,EUU,Urban population,SP.URB.TOTL,329456828,330401861,331735364,332767955,333142212,333095048,334355370,336198899,337806250,337266680
European Union,EUU,"Population, female",SP.POP.TOTL.FE.IN,227597726,227828142,228250378,228452837,228373706,228019137,228496265,229327804,229966866,229109742
European Union,EUU,"Population, male",SP.POP.TOTL.MA.IN,217078926,217492918,218079512,218457616,218497253,218208221,218706408,219569741,220261322,219497938
European Union,EUU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.862468245,9.722417449,9.512116559,9.33303737,9.117156755,9.176318893,8.688050509,8.162582031,..,8.220482445
European Union,EUU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.19477798,10.47833706,10.51640022,10.40622802,11.61413009,11.88612502,11.51976676,10.76568171,..,10.95030364
Faroe Islands,FRO,Rural population (% of total population),SP.RUR.TOTL.ZS,61.67997742,61.66753006,61.59411621,61.60543442,61.33100128,61.19162369,61.00401755,60.80247299,60.58676741,60.35667821
Faroe Islands,FRO,Urban population,SP.URB.TOTL,18955,19235,19585,19885,20326,20683,21024,21329,21552,21913
Faroe Islands,FRO,"Population, female",SP.POP.TOTL.FE.IN,23938,24294,24668,25020,25376,25710,26004,26272,26428,26740
Faroe Islands,FRO,"Population, male",SP.POP.TOTL.MA.IN,25526,25886,26328,26772,27189,27586,27908,28142,28253,28535
Faroe Islands,FRO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.8,13.2,13.6,13.3,13.1,13,11.8,10.6,..,12.775
Faroe Islands,FRO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.7,8.9,7.7,8,7,8.1,9.1,7.6,..,9.771
Fiji,FJI,Rural population (% of total population),SP.RUR.TOTL.ZS,44.8265279,44.25916566,43.76716526,43.29010448,42.81331531,42.33816352,41.86472985,41.39309503,40.92333977,40.45554482
Fiji,FJI,Urban population,SP.URB.TOTL,507136,512124,515756,518838,523237,528592,534508,541613,548695,555641
Fiji,FJI,"Population, female",SP.POP.TOTL.FE.IN,459671,460146,460094,459666,460290,461603,463155,465493,467811,470027
Fiji,FJI,"Population, male",SP.POP.TOTL.MA.IN,459495,458613,457086,455233,454673,455108,456267,458652,460973,463127
Fiji,FJI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.55,20.029,19.601,19.226,18.828,18.55,18.242,17.996,..,17.624
Fiji,FJI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.792,8.695,8.939,9.092,9.286,11.157,9.299,9.255,..,9.534
Finland,FIN,Rural population (% of total population),SP.RUR.TOTL.ZS,28.38416166,28.04369617,27.65765323,27.25687856,26.91505602,26.62897842,26.30324022,25.99374514,25.73628095,25.47521557
Finland,FIN,Urban population,SP.URB.TOTL,3935507,3963507,3990060,4016589,4041263,4065501,4094670,4132443,4173555,4187958
Finland,FIN,"Population, female",SP.POP.TOTL.FE.IN,2788351,2792462,2794308,2795824,2798495,2802531,2809620,2824431,2842174,2840703
Finland,FIN,"Population, male",SP.POP.TOTL.MA.IN,2706952,2715752,2721217,2725782,2731048,2738486,2746486,2759480,2777737,2778848
Finland,FIN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.6,9.1,8.6,8.3,8.4,9,8.1,7.8,..,7.811
Finland,FIN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.8,9.8,9.9,9.8,10,10.4,11.4,11,..,10.79
Fragile and conflict affected situations,FCS,Rural population (% of total population),SP.RUR.TOTL.ZS,56.18719241,55.89438906,55.60931748,55.34652753,55.06537079,54.75691821,54.47358617,54.22189152,53.8461747,53.45196327
Fragile and conflict affected situations,FCS,Urban population,SP.URB.TOTL,399063023,410721533,422533419,434494019,447055116,460080066,471831210,483889788,499277113,515696864
Fragile and conflict affected situations,FCS,"Population, female",SP.POP.TOTL.FE.IN,456811140,466986379,477281049,487855133,498778514,509764649,519404345,529621410,541936641,554929196
Fragile and conflict affected situations,FCS,"Population, male",SP.POP.TOTL.MA.IN,454025318,464236488,474570546,485180095,496122576,507142349,516985681,527411758,539830931,552951823
Fragile and conflict affected situations,FCS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,33.72885961,33.24948153,32.81004141,32.42396196,32.01035752,31.78036096,31.54668902,31.39762091,..,30.74043923
Fragile and conflict affected situations,FCS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.666244615,9.537978232,9.215134213,9.068937624,9.064509464,9.323935099,8.828724986,8.333672635,..,8.190524024
France,FRA,Rural population (% of total population),SP.RUR.TOTL.ZS,21.40008853,21.3532196,21.32855675,21.31092155,21.28808682,21.26353966,21.24080789,21.21956769,21.2000249,21.15503494
France,FRA,Urban population,SP.URB.TOTL,52445087,52628868,52834442,53022323,53210127,53417028,53701527,53863982,54018685,54122666
France,FRA,"Population, female",SP.POP.TOTL.FE.IN,34430680,34521778,34643889,34749339,34855924,34973992,35143350,35232867,35318894,35365267
France,FRA,"Population, male",SP.POP.TOTL.MA.IN,32293424,32396242,32514459,32632722,32745186,32868819,33041107,33139419,33232759,33279149
France,FRA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.8,11.5,11.3,11.2,10.9,10.9,10.7,9.9,..,9.52
France,FRA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.9,9.1,9.1,9.1,9.9,9.8,9.9,9.2,..,9.399
French Polynesia,PYF,Rural population (% of total population),SP.RUR.TOTL.ZS,38.22556186,38.21030589,38.21119748,38.21758576,38.23268991,38.26001868,38.30861931,38.3032865,38.28080153,38.24162335
French Polynesia,PYF,Urban population,SP.URB.TOTL,172461,173065,172894,172394,172460,172744,172969,173441,173929,174446
French Polynesia,PYF,"Population, female",SP.POP.TOTL.FE.IN,138833,139276,138650,137688,137680,138084,138442,138862,139277,139706
French Polynesia,PYF,"Population, male",SP.POP.TOTL.MA.IN,140345,140811,141165,141346,141529,141708,141936,142256,142530,142759
French Polynesia,PYF,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.999,13.146,12.812,11.938,11.782,11.424,11.156,10.907,..,10.479
French Polynesia,PYF,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,3.175,3.225,3.292,3.369,3.812,5.245,3.529,3.649,..,3.977
Gabon,GAB,Rural population (% of total population),SP.RUR.TOTL.ZS,11.45541166,10.99902667,10.546005,10.09681498,9.651924959,9.211803271,8.775664454,8.36240372,8.136790532,7.912333332
Gabon,GAB,Urban population,SP.URB.TOTL,1859707,1919662,1979007,2038740,2098369,2157783,2217433,2277001,2332363,2387953
Gabon,GAB,"Population, female",SP.POP.TOTL.FE.IN,1028793,1056660,1084307,1112105,1139821,1167434,1195005,1222547,1250207,1277916
Gabon,GAB,"Population, male",SP.POP.TOTL.MA.IN,1071513,1100240,1128011,1155601,1182718,1209288,1235742,1262242,1288745,1315214
Gabon,GAB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,30.983,30.774,30.537,30.146,29.541,28.938,28.3,27.666,..,26.646
Gabon,GAB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.024,6.918,6.817,6.693,6.831,6.802,6.519,6.269,..,6.182
"Gambia, The",GMB,Rural population (% of total population),SP.RUR.TOTL.ZS,40.13475275,39.52828734,38.93541307,38.35678915,37.79307483,37.24492934,36.7130119,36.19798175,35.70058966,35.01151387
"Gambia, The",GMB,Urban population,SP.URB.TOTL,1367184,1416362,1465325,1514478,1564960,1616577,1668542,1721280,1774656,1834036
"Gambia, The",GMB,"Population, female",SP.POP.TOTL.FE.IN,1148242,1177300,1205898,1234385,1263752,1293829,1323973,1354585,1385654,1416778
"Gambia, The",GMB,"Population, male",SP.POP.TOTL.MA.IN,1135527,1164889,1193734,1222459,1251981,1282181,1312497,1343260,1374334,1405315
"Gambia, The",GMB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,34.593,33.451,32.324,31.921,31.525,31.171,30.771,30.429,..,29.253
"Gambia, The",GMB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.288,7.123,6.964,6.807,6.797,7.01,6.635,6.292,..,6.211
Georgia,GEO,Rural population (% of total population),SP.RUR.TOTL.ZS,42.3015968,42.00031728,41.69618181,41.36959082,41.00094472,40.57064394,39.98983773,39.24769222,38.92103949,38.82186359
Georgia,GEO,Urban population,SP.URB.TOTL,2150711,2162230,2172720,2181146,2196367,2204003,2227878,2257242,2259651,2262818
Georgia,GEO,"Population, female",SP.POP.TOTL.FE.IN,1990777,1991301,1990754,1987553,1989234,1981454,1982788,1983955,1975061,1974063
Georgia,GEO,"Population, male",SP.POP.TOTL.MA.IN,1736728,1736703,1735795,1732608,1733482,1727156,1729714,1731528,1724496,1724673
Georgia,GEO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,15.818,14.905,14.334,13.588,13.053,12.881,11.612,11.494,..,11.057
Georgia,GEO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.774,12.654,12.078,12.081,12.963,15.342,12.211,11.839,..,11.829
Germany,DEU,Rural population (% of total population),SP.RUR.TOTL.ZS,19.16521293,19.0157456,18.85769638,18.69460083,18.5299945,18.36741293,18.21321472,18.09656333,17.97885674,17.86177795
Germany,DEU,Urban population,SP.URB.TOTL,66566371,66939157,67271661,67559064,67751166,67915111,68028459,68215139,68501264,68027638
Germany,DEU,"Population, female",SP.POP.TOTL.FE.IN,41709920,41855160,41970559,42061667,42100629,42124059,42114694,42164031,42274973,41922502
Germany,DEU,"Population, male",SP.POP.TOTL.MA.IN,40638749,40801842,40935223,41031295,41060242,41072019,41063119,41123242,41241620,40898426
Germany,DEU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.6,9.5,9.5,9.4,9.3,9.6,8.8,8.3,..,8.421
Germany,DEU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.1,11.3,11.5,11.3,11.9,12.3,12.7,12.3,..,12.389
Ghana,GHA,Rural population (% of total population),SP.RUR.TOTL.ZS,45.83294724,45.30085802,44.78152243,44.27537209,43.7828386,43.30474432,42.7493904,42.19252622,41.6345132,41.07531385
Ghana,GHA,Urban population,SP.URB.TOTL,15901682,16414312,16917608,17418931,17926421,18436540,18978092,19531940,20093728,20661512
Ghana,GHA,"Population, female",SP.POP.TOTL.FE.IN,14686334,15011792,15326382,15637515,15953563,16271078,16588340,16910369,17233172,17554892
Ghana,GHA,"Population, male",SP.POP.TOTL.MA.IN,14670408,14996562,15311203,15621430,15934246,16247587,16560812,16877545,17194242,17509380
Ghana,GHA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,30.172,28.926,28.388,27.891,27.43,27.034,26.596,26.31,..,25.607
Ghana,GHA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.693,7.558,7.448,7.34,7.439,7.482,7.095,7.04,..,6.987
Gibraltar,GIB,Rural population (% of total population),SP.RUR.TOTL.ZS,0,0,0,0,0,0,0,0,0,0
Gibraltar,GIB,Urban population,SP.URB.TOTL,33658,34245,34854,35494,36173,36858,37609,38471,39329,40126
Gibraltar,GIB,"Population, female",SP.POP.TOTL.FE.IN,16850,17153,17469,17804,18158,18513,18895,19326,19754,20157
Gibraltar,GIB,"Population, male",SP.POP.TOTL.MA.IN,16808,17092,17385,17690,18015,18345,18714,19145,19575,19969
Gibraltar,GIB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.042,12.023,12,11.975,11.984,12,12.026,12.07,..,12.248
Gibraltar,GIB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.074,7.008,6.909,6.811,6.89,8.847,6.409,6.51,..,6.644
Greece,GRC,Rural population (% of total population),SP.RUR.TOTL.ZS,22.28770112,22.11046574,21.95093432,21.81118995,21.69331575,21.61151014,21.4497809,21.22536962,21.00321435,20.77539172
