Country Name,Country Code,Series Name,Series Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
British Virgin Islands,VGB,Rural population (% of total population),SP.RUR.TOTL.ZS,49.81993814,49.10464472,48.36773328,47.60921286,46.82909252,46.02738132,45.20408831,44.35922255,43.4927931,42.60480902
British Virgin Islands,VGB,Urban population,SP.URB.TOTL,17000,16642,17894,19068,19745,20407,20997,21692,22304,22804
British Virgin Islands,VGB,"Population, female",SP.POP.TOTL.FE.IN,17735,17034,18198,19235,19676,20078,20316,20572,20779,20923
British Virgin Islands,VGB,"Population, male",SP.POP.TOTL.MA.IN,16143,15665,16459,17160,17459,17731,18003,18413,18692,18809
British Virgin Islands,VGB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.545,6.925,6.982,8.071,8.174,8.397,8.416,8.332,..,8.131
British Virgin Islands,VGB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.788,5.639,5.326,5.724,5.791,7.038,5.908,5.972,..,6.157
Brunei Darussalam,BRN,Rural population (% of total population),SP.RUR.TOTL.ZS,25.11839294,25.15235593,25.18275283,25.20766882,25.22518911,25.23326831,25.2227358,25.18008061,25.10168661,24.98901134
Brunei Darussalam,BRN,Urban population,SP.URB.TOTL,320167,323920,327557,331091,334545,337737,340513,343385,346570,349799
Brunei Darussalam,BRN,"Population, female",SP.POP.TOTL.FE.IN,200827,203062,205214,207287,209300,211320,213203,215060,217022,218895
Brunei Darussalam,BRN,"Population, male",SP.POP.TOTL.MA.IN,226737,229710,232596,235393,238104,240401,242167,243889,245699,247435
Brunei Darussalam,BRN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,15.785,15.334,14.924,14.572,14.284,14.06,13.847,13.59,..,12.999
Brunei Darussalam,BRN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.381,4.509,4.641,4.779,4.922,5.238,6.559,5.23,..,5.446
Bulgaria,BGR,Rural population (% of total population),SP.RUR.TOTL.ZS,26.82499695,26.60954285,26.3997879,26.2837677,26.67601013,26.65323438,26.5200836,26.26773284,26.05006431,25.82724982
Bulgaria,BGR,Urban population,SP.URB.TOTL,5044786,4993096,4939162,4877601,4803232,4772895,4750548,4753221,4763427,4745958
Bulgaria,BGR,"Population, female",SP.POP.TOTL.FE.IN,3544097,3499589,3454233,3408148,3376758,3356188,3335288,3326573,3324395,3302522
Bulgaria,BGR,"Population, male",SP.POP.TOTL.MA.IN,3350042,3303879,3256565,3208578,3173938,3151113,3129809,3120023,3117026,3095998
Bulgaria,BGR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.4,9.4,9.3,9.3,9,9,8.8,8.9,..,8.992
Bulgaria,BGR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,15.6,16.1,16.2,16.3,19,22.9,18.4,15.7,..,15.283
Burkina Faso,BFA,Rural population (% of total population),SP.RUR.TOTL.ZS,74.17848963,74.02300813,73.91677978,73.88127456,73.64216264,73.18856923,72.72086303,72.21275216,71.66474851,71.07736393
Burkina Faso,BFA,Urban population,SP.URB.TOTL,4992552,5167968,5330964,5474995,5661318,5897239,6140271,6398229,6672606,6963003
Burkina Faso,BFA,"Population, female",SP.POP.TOTL.FE.IN,9720816,9997287,10267366,10528619,10785623,11041607,11297679,11557013,11818695,12080402
Burkina Faso,BFA,"Population, male",SP.POP.TOTL.MA.IN,9614040,9897120,10170922,10433333,10693067,10953636,11211359,11468763,11730086,11994178
Burkina Faso,BFA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,38.925,37.727,36.006,34.325,32.738,32.416,32.043,31.643,..,30.808
Burkina Faso,BFA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.366,9.077,8.778,8.564,8.325,8.435,8.135,7.964,..,7.838
Burundi,BDI,Rural population (% of total population),SP.RUR.TOTL.ZS,84.38190944,83.37587261,82.3179778,81.21382185,80.06900157,78.88911381,77.6797554,76.44652316,75.16971613,74.31298153
Burundi,BDI,Urban population,SP.URB.TOTL,1755388,1912899,2096990,2302309,2514701,2737128,2973301,3224341,3488105,3696363
Burundi,BDI,"Population, female",SP.POP.TOTL.FE.IN,5663968,5797317,5973387,6171156,6352087,6526617,6704830,6889475,7069192,7240984
Burundi,BDI,"Population, male",SP.POP.TOTL.MA.IN,5575483,5709445,5886059,6084180,6264949,6438864,6616267,6799975,6978594,7149019
Burundi,BDI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,40.096,38.618,37.215,36.579,35.855,35.06,34.306,33.667,..,32.573
Burundi,BDI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.209,7.864,7.559,7.394,7.191,7.306,6.997,6.718,..,6.624
Cabo Verde,CPV,Rural population (% of total population),SP.RUR.TOTL.ZS,31.96459216,30.80000118,29.60292512,28.37457149,27.11614784,25.83920691,24.96626194,24.09357542,23.2278529,22.3699332
Cabo Verde,CPV,Urban population,SP.URB.TOTL,348718,354922,361429,368229,375118,383151,389981,396483,402959,409364
Cabo Verde,CPV,"Population, female",SP.POP.TOTL.FE.IN,252919,252851,252850,252896,252892,253761,255331,256640,257930,259172
Cabo Verde,CPV,"Population, male",SP.POP.TOTL.MA.IN,259635,260042,260565,261208,261787,262888,264410,265691,266947,268154
Cabo Verde,CPV,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.32,16.8,15.451,14.288,13.142,12.569,12.438,12.33,..,12.069
Cabo Verde,CPV,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.15,5.115,5.162,5.004,5.886,5.648,5.004,5.059,..,5.149
Cambodia,KHM,Rural population (% of total population),SP.RUR.TOTL.ZS,67.5232564,64.98720949,62.35956636,60.41697587,60.16734197,59.89081419,59.62538381,59.37092119,59.12729667,58.89438061
Cambodia,KHM,Urban population,SP.URB.TOTL,5148474,5627736,6125801,6523799,6662201,6808256,6945130,7079162,7209455,7336524
Cambodia,KHM,"Population, female",SP.POP.TOTL.FE.IN,8108585,8218871,8320127,8423919,8544837,8667395,8779871,8889929,8995814,9098347
Cambodia,KHM,"Population, male",SP.POP.TOTL.MA.IN,7744218,7854501,7954395,8057385,8180637,8306910,8421853,8533951,8642987,8749635
Cambodia,KHM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.956,23.655,23.372,22.988,22.409,21.905,21.279,20.752,..,19.869
Cambodia,KHM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.033,6.067,6.126,6.189,6.341,6.827,6.323,6.39,..,6.511
Cameroon,CMR,Rural population (% of total population),SP.RUR.TOTL.ZS,47.01849662,46.68848579,46.36601263,46.05120859,45.74420508,45.44513355,45.15412543,44.87131215,44.59682514,44.33079583
Cameroon,CMR,Urban population,SP.URB.TOTL,12426367,12863323,13304652,13760230,14220747,14683856,15155435,15641490,16135479,16633589
Cameroon,CMR,"Population, female",SP.POP.TOTL.FE.IN,11764201,12101833,12441447,12792259,13146018,13500426,13860475,14232102,14609403,14989108
Cameroon,CMR,"Population, male",SP.POP.TOTL.MA.IN,11689960,12026768,12364936,12713836,13064540,13415332,13772296,14140585,14514341,14890229
Cameroon,CMR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,37.775,37.516,36.899,36.183,35.438,34.778,34.268,33.743,..,32.821
Cameroon,CMR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.908,8.65,8.431,8.163,8.107,8.258,7.673,7.151,..,6.911
Canada,CAN,Rural population (% of total population),SP.RUR.TOTL.ZS,18.69769889,18.59810542,18.44996584,18.2636328,18.04901113,17.82207209,17.64991026,17.47494356,17.29974342,17.12429797
Canada,CAN,Urban population,SP.URB.TOTL,29358914,29748383,30232734,30747991,31164845,31424728,32063777,33078918,34145777,34505100
Canada,CAN,"Population, female",SP.POP.TOTL.FE.IN,18198458,18412189,18668093,18933946,19135365,19240905,19596620,20178393,20785855,20961735
Canada,CAN,"Population, male",SP.POP.TOTL.MA.IN,17912345,18132886,18404527,18684549,18893273,18998959,19339314,19905091,20502744,20673025
Canada,CAN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.6,10.3,10.1,9.9,9.5,9.7,9,8.8,..,8.999
Canada,CAN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.4,7.6,7.7,7.6,8.1,8.2,8.6,8.1,..,8.139
Caribbean small states,CSS,Rural population (% of total population),SP.RUR.TOTL.ZS,49.82687012,49.82170365,49.90451828,49.93865511,49.8851727,49.87645809,49.86855513,49.89791107,49.90005743,49.8957956
Caribbean small states,CSS,Urban population,SP.URB.TOTL,2178183,2190855,2208038,2224294,2234772,2245116,2254566,2264567,2274066,2284847
Caribbean small states,CSS,"Population, female",SP.POP.TOTL.FE.IN,2198604,2212878,2230411,2247766,2260631,2272126,2281852,2293907,2304767,2316616
Caribbean small states,CSS,"Population, male",SP.POP.TOTL.MA.IN,2142729,2153262,2177247,2195368,2198671,2207041,2215458,2225997,2234293,2243576
Caribbean small states,CSS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,15.91328585,15.56914875,15.23091026,15.19252533,14.80231135,14.44920175,14.36156319,14.2038291,..,13.81987386
Caribbean small states,CSS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.532007427,7.639488458,7.691298882,7.884447688,8.267857446,9.849730737,7.973623414,7.938172893,..,8.198164513
Cayman Islands,CYM,Rural population (% of total population),SP.RUR.TOTL.ZS,0,0,0,0,0,0,0,0,0,0
Cayman Islands,CYM,Urban population,SP.URB.TOTL,63100,64535,65941,67327,68684,70108,71591,73038,74457,75844
Cayman Islands,CYM,"Population, female",SP.POP.TOTL.FE.IN,31588,32252,32900,33541,34171,34865,35622,36362,37082,37781
Cayman Islands,CYM,"Population, male",SP.POP.TOTL.MA.IN,31512,32283,33041,33786,34513,35243,35969,36676,37375,38063
Cayman Islands,CYM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.296,10.175,10.584,12.435,12.716,12.581,12.192,11.838,..,11.225
Cayman Islands,CYM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.723,4.735,4.767,4.809,4.873,4.984,4.82,4.801,..,4.935
Central African Republic,CAF,Rural population (% of total population),SP.RUR.TOTL.ZS,59.61912883,59.18485566,58.71753338,58.21995696,57.69492141,57.14522171,56.72480325,56.30163079,55.87564444,55.44678433
Central African Republic,CAF,Urban population,SP.URB.TOTL,1903418,1956478,2014030,2065899,2126519,2190779,2206186,2251524,2352133,2456344
Central African Republic,CAF,"Population, female",SP.POP.TOTL.FE.IN,2404318,2446985,2492227,2532900,2581797,2628853,2641776,2684793,2772728,2862802
Central African Republic,CAF,"Population, male",SP.POP.TOTL.MA.IN,2309345,2346526,2386430,2411803,2444831,2483247,2456263,2467628,2557962,2650480
Central African Republic,CAF,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,43.391,43.742,43.838,44.108,44.475,45.226,45.425,46.358,..,45.361
Central African Republic,CAF,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,13.177,16.943,12.403,30.25,13.259,20.89,55.126,9.419,..,9.268
Central Europe and the Baltics,CEB,Rural population (% of total population),SP.RUR.TOTL.ZS,38.0974739,38.12842434,38.18889566,38.25504735,38.36817523,38.45089005,38.40647597,38.30292097,38.20232875,38.10005593
Central Europe and the Baltics,CEB,Urban population,SP.URB.TOTL,63541666,63317822,63093190,62896047,62381121,61675736,61637791,61810419,61835963,61357726
Central Europe and the Baltics,CEB,"Population, female",SP.POP.TOTL.FE.IN,53007383,52826935,52663257,52522190,52168826,51653953,51587189,51639515,51573946,51090758
Central Europe and the Baltics,CEB,"Population, male",SP.POP.TOTL.MA.IN,49640556,49510566,49410944,49342084,49046937,48551779,48484682,48544192,48488017,48033283
Central Europe and the Baltics,CEB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.15652254,10.39408511,10.11815203,9.93209882,9.705525889,9.5435612,8.854546429,8.024043938,..,8.402575048
Central Europe and the Baltics,CEB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.64187339,12.01220257,12.16535939,12.0266039,13.79764204,15.54561008,13.26655751,11.98209795,..,12.22215444
Chad,TCD,Rural population (% of total population),SP.RUR.TOTL.ZS,76.88802653,76.53865053,76.15139151,75.72689526,75.26580782,74.76877536,74.23644414,73.66946048,73.06847076,72.43412137
Chad,TCD,Urban population,SP.URB.TOTL,3493295,3665310,3853108,4050022,4260385,4498292,4754746,5086814,5466864,5789856
Chad,TCD,"Population, female",SP.POP.TOTL.FE.IN,7535632,7786905,8051467,8313906,8582450,8883575,9196578,9627875,10117765,10469209
Chad,TCD,"Population, male",SP.POP.TOTL.MA.IN,7579023,7835854,8105064,8371317,8642229,8944698,9258738,9691189,10181358,10534496
Chad,TCD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,45.533,44.917,44.401,44.316,43.75,43.284,43.35,42.396,..,43.198
Chad,TCD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,13.548,13.277,12.857,12.519,12.328,12.162,11.486,11.032,..,11.066
Channel Islands,CHI,Rural population (% of total population),SP.RUR.TOTL.ZS,67.25737403,67.21467806,67.1874008,67.1764589,67.1752815,67.18518589,67.20795609,67.2445662,67.29437888,67.35691437
Channel Islands,CHI,Urban population,SP.URB.TOTL,53660,53873,54124,54369,54566,54716,54833,54928,54987,54993
Channel Islands,CHI,"Population, female",SP.POP.TOTL.FE.IN,82837,83064,83393,83762,84074,84339,84597,84865,85111,85304
Channel Islands,CHI,"Population, male",SP.POP.TOTL.MA.IN,81046,81255,81556,81877,82161,82402,82618,82826,83015,83162
Channel Islands,CHI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.2,8.8,8.5,8.3,8.2,8.2,8.2,8.2,..,8.2
Channel Islands,CHI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.2,9.5,9.6,9.7,10.2,10.9,10.3,10.4,..,10.4
Chile,CHL,Rural population (% of total population),SP.RUR.TOTL.ZS,12.36937094,12.19997042,12.03795062,11.87263144,11.70465096,11.53394883,11.36046472,11.18413828,11.00490915,10.822717
Chile,CHL,Urban population,SP.URB.TOTL,16007681,16294692,16618838,16918467,17103360,17212250,17331720,17460164,17589676,17710538
Chile,CHL,"Population, female",SP.POP.TOTL.FE.IN,9181532,9327873,9495562,9648587,9737386,9783967,9835064,9888681,9941322,9988733
Chile,CHL,"Population, male",SP.POP.TOTL.MA.IN,9085689,9230995,9397629,9549157,9633238,9672367,9717972,9770154,9823449,9871188
Chile,CHL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.685,11.763,11.698,10.94,10.097,9.07,9.672,8.963,..,8.579
Chile,CHL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.086,6.037,6.196,6.46,7.393,7.655,7.573,6.495,..,6.67
China,CHN,Rural population (% of total population),SP.RUR.TOTL.ZS,41.16007614,39.75973129,38.49980164,37.29008484,36.47657697,35.27892303,34.78236389,34.4698552,34.1053019,33.65700897
China,CHN,Urban population,SP.URB.TOTL,816574579,841083668,862700183,882795695,896379022,914094603,920987153,924440306,928439823,932629854
China,CHN,"Population, female",SP.POP.TOTL.FE.IN,677886142,682205710,685660839,688332681,690313465,691353011,691718700,691540464,691221827,690138867
China,CHN,"Population, male",SP.POP.TOTL.MA.IN,709903858,714009290,717099161,719412319,720786535,721006989,720456300,719169536,717753173,715631117
China,CHN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.57,12.64,10.86,10.41,8.52,7.52,6.77,6.39,..,6.15
China,CHN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.04,7.06,7.08,7.09,7.07,7.18,7.37,7.87,..,8.274
Colombia,COL,Rural population (% of total population),SP.RUR.TOTL.ZS,22.79637336,22.77548083,22.71951834,22.54044715,22.36174665,22.16604297,21.95353669,21.72442842,21.47891881,21.21720852
Colombia,COL,Urban population,SP.URB.TOTL,36623480,37168994,37886343,38658502,39308245,39841781,40379635,40954681,41526944,42090207
Colombia,COL,"Population, female",SP.POP.TOTL.FE.IN,23988805,24342009,24795335,25243941,25616896,25914903,26204251,26502596,26791092,27067163
Colombia,COL,"Population, male",SP.POP.TOTL.MA.IN,23448707,23789069,24229130,24664044,25013101,25273270,25533693,25818556,26095271,26358472
Colombia,COL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.271,14.177,14.195,14.218,14.106,13.947,13.731,13.475,..,12.967
Colombia,COL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.31,5.315,5.35,5.38,6.621,7.869,5.881,5.398,..,5.554
Comoros,COM,Rural population (% of total population),SP.RUR.TOTL.ZS,69.26949818,68.90034403,68.59263548,68.27124159,67.93619278,67.58755557,67.22539645,66.84978191,66.46077843,66.05845252
Comoros,COM,Urban population,SP.URB.TOTL,227941,235321,242336,249571,257204,265190,273402,281905,290660,299652
Comoros,COM,"Population, female",SP.POP.TOTL.FE.IN,369124,376185,383521,390897,398640,406650,414630,422690,430813,438969
Comoros,COM,"Population, male",SP.POP.TOTL.MA.IN,372617,380484,388069,395681,403523,411524,419558,427697,435815,443878
Comoros,COM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,32.093,31.35,30.91,30.447,29.985,29.498,29.062,28.653,..,27.779
Comoros,COM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.943,7.828,7.733,7.644,7.662,7.932,7.3,7.196,..,7.031
"Congo, Dem. Rep.",COD,Rural population (% of total population),SP.RUR.TOTL.ZS,58.27095162,57.88724206,57.50534008,57.12529091,56.74713975,56.37093182,55.99671234,55.62452651,55.25441956,54.8864367
"Congo, Dem. Rep.",COD,Urban population,SP.URB.TOTL,35034213,36673221,38265440,39850945,41518420,43257755,45058032,46944694,48896299,50902749
"Congo, Dem. Rep.",COD,"Population, female",SP.POP.TOTL.FE.IN,42326386,43895990,45385211,46842742,48373399,49963807,51598667,53305848,55059433,56847963
"Congo, Dem. Rep.",COD,"Population, male",SP.POP.TOTL.MA.IN,41630029,43187408,44662433,46104700,47616599,49185125,50798301,52483883,54216832,55984510
"Congo, Dem. Rep.",COD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,42.875,42.976,42.887,42.549,42.19,41.937,41.623,41.305,..,40.411
"Congo, Dem. Rep.",COD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.076,9.867,9.647,9.46,9.31,9.38,8.93,8.525,..,8.333
"Congo, Rep.",COG,Rural population (% of total population),SP.RUR.TOTL.ZS,36.74846835,36.64554547,36.55654225,36.48236239,36.42390955,36.38208742,36.35779967,36.33732424,36.11338883,35.87634652
"Congo, Rep.",COG,Urban population,SP.URB.TOTL,3303334,3390104,3478680,3567570,3657400,3748484,3840873,3936190,4045914,4158058
"Congo, Rep.",COG,"Population, female",SP.POP.TOTL.FE.IN,2611269,2675401,2741378,2808099,2876271,2946115,3017640,3091656,3166866,3242815
"Congo, Rep.",COG,"Population, male",SP.POP.TOTL.MA.IN,2611267,2675610,2741740,2808562,2876520,2946068,3017464,3091229,3166095,3241622
"Congo, Rep.",COG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,34.093,33.413,32.784,32.183,31.741,31.377,30.941,30.627,..,30.155
"Congo, Rep.",COG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.026,6.881,6.758,7.344,6.798,6.897,6.571,6.288,..,6.207
Costa Rica,CRI,Rural population (% of total population),SP.RUR.TOTL.ZS,24.45769119,23.94607457,23.44556916,22.95641353,22.47884627,22.01310598,21.55943124,21.11806064,20.68923276,20.2731862
Costa Rica,CRI,Urban population,SP.URB.TOTL,3676643,3736664,3795429,3851835,3902663,3946127,3986165,4027337,4068571,4108283
Costa Rica,CRI,"Population, female",SP.POP.TOTL.FE.IN,2457278,2480836,2503744,2525255,2543508,2557639,2569726,2582392,2595182,2607281
Costa Rica,CRI,"Population, male",SP.POP.TOTL.MA.IN,2409720,2432341,2454074,2474298,2490812,2502349,2512039,2523133,2534728,2545669
Costa Rica,CRI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.184,13.812,13.622,12.661,11.366,10.543,10.319,10.179,..,9.825
Costa Rica,CRI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.822,4.964,5.056,5.124,5.573,6.567,6.106,5.457,..,5.67
Cote d'Ivoire,CIV,Rural population (% of total population),SP.RUR.TOTL.ZS,50.07000897,49.60226903,49.12815222,48.64852002,48.16423392,47.6816538,47.15074503,46.59247984,46.02668861,45.45104985
Cote d'Ivoire,CIV,Urban population,SP.URB.TOTL,12976508,13473013,13971532,14477527,14988545,15507020,16063532,16644803,17235961,17843805
Cote d'Ivoire,CIV,"Population, female",SP.POP.TOTL.FE.IN,12657619,13035949,13407917,13779108,14147956,14518035,14903156,15296021,15687549,16083185
Cote d'Ivoire,CIV,"Population, male",SP.POP.TOTL.MA.IN,13331786,13697423,14056256,14413901,14767493,15121701,15491846,15869633,16246681,16628362
Cote d'Ivoire,CIV,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,37.742,36.58,35.081,34.306,33.651,33.081,32.5,31.99,..,31.107
